Channel,Video Title,Video Description,Video ID,Comment,Comment ID,Replies,Likes,clean_comments,language
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,THIS IS SO GOOD,UgziA58fmU8RB47MP2h4AaABAg,0,0,THIS IS SO GOOD,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,Love this!,Ugzi4pyu-sbW5HKHmql4AaABAg,0,0,Love this!,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,This IS AMAZING,UgyMj0FGVTO85X3FmEV4AaABAg,0,0,This IS AMAZING,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,This is beautiful.,UgxL5dpanebV-wsheg14AaABAg,0,2,This is beautiful.,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,"So good !!! I love this performance ! Great job guy, you rock ! ♥",UgyQLagSJL5_q708X8R4AaABAg,0,0,"So good !!! I love this performance ! Great job guy, you rock ! ",en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,awe i love this cover. great job guys!!,UgwYd0RL75lmDMkRcHB4AaABAg,0,0,awe i love this cover. great job guys!!,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,When are you making a new video? Gorgeous guys with beautiful voice... :),UgytjlJU7Ts48dZ_H2d4AaABAg,0,0,When are you making a new video? Gorgeous guys with beautiful voice... :),en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,That was really goooodddd,UgwT5YEcP1tNrbkp4GF4AaABAg,0,0,That was really goooodddd,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,Finally new cover!!,UgxonTFoYLIA0kNInBZ4AaABAg,0,0,Finally new cover!!,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,omg wow... beautiful vocals ~ amazing cover,UgyJ1DJqK91_Jng3Xbd4AaABAg,0,0,omg wow... beautiful vocals ~ amazing cover,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,Love this soooooo much❤❤❤😍😍😍😍,Ugw5EH6Mhe3gUt9tqkh4AaABAg,0,0,Love this soooooo much,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,This is incredible! I loved every second! ❤️,Ugyx27bUkpJ-HOa0cV14AaABAg,0,2,This is incredible! I loved every second! ,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,Very produced-sounding great cover. Love the voice clarity and loudness..would love to hear a stripped version! (Though I may be biased with my upload style) haha.,UgyF5rtoeI3EG5BNDxx4AaABAg,0,3,Very produced-sounding great cover. Love the voice clarity and loudness..would love to hear a stripped version! (Though I may be biased with my upload style) haha.,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,Well damn. This is so good wtf,UgzJfcX-sXp5Uir4nA54AaABAg,0,0,Well damn. This is so good wtf,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,Beautiful cover. Love it 💖,Ugy9V887x57oHu81nfV4AaABAg,0,0,Beautiful cover. Love it ,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,LOVEDDD IT! SUBBED RIGHT AWAY! & SHARED! ❤️❤️,UgzEq5EwWF6WpUNcPk14AaABAg,0,0,LOVEDDD IT! SUBBED RIGHT AWAY! & SHARED! ,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,Amazing cover! You both have incredible voices.. you got yourself a new subscriber 😍,UgxWabm9J04bdivFS6R4AaABAg,0,0,Amazing cover! You both have incredible voices.. you got yourself a new subscriber ,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,Truly awesome! 💙,Ugyzo-EE2cJb-kx1BfZ4AaABAg,0,0,Truly awesome! ,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,The other covers r nothing compared to this beautiful piece.. U r the best .. Got one more sub...,Ugx8hbKMLBDIZRPIJ5x4AaABAg,0,0,The other covers r nothing compared to this beautiful piece.. U r the best .. Got one more sub...,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,You guys are awesome!!!fan from Taiwan,UgxwE5eMceryCdn3xvh4AaABAg,0,5,You guys are awesome!!!fan from Taiwan,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,"Well done guys, great music and vocal arrangements",UgzumyhAMMbSQOV3SCV4AaABAg,0,0,"Well done guys, great music and vocal arrangements",en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,really really nice! Love the combo of your voices! Thumbs up from switzerland! :),UgyrQV94oPmxGZRNzjl4AaABAg,0,0,really really nice! Love the combo of your voices! Thumbs up from switzerland! :),en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,"This dúo.. Is Amazing.... Perfect voices.... Greeting from PANAMÁ... ABRIL 17,,2018",UgziNIy_xi5agAUzrTJ4AaABAg,0,0,"This dúo.. Is Amazing.... Perfect voices.... Greeting from PANAMÁ... ABRIL 17,,2018",en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,Pls release more😭,UgzJvVnrZHjToDd01ZF4AaABAg,0,0,Pls release more,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,Holy crap you both are amazing🔥🔥,Ugy5GGVnjvNX7NQBt7J4AaABAg,0,0,Holy crap you both are amazing,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,oh my.. I love this,UgxNq0oXXOjI7WlsJ-F4AaABAg,0,0,oh my.. I love this,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,"Guys, this cover is beautiful!!!! Wow!!!!",Ugy-Mp0FGGTFb8440I54AaABAg,0,0,"Guys, this cover is beautiful!!!! Wow!!!!",en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,Please do more cover 😍🎶 we're waiting for you!!,UgzO_yasaNSCO_4K3Ex4AaABAg,0,0,Please do more cover  we're waiting for you!!,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,So emotional...good job.music can touch your soul...your voices are going really deep.Thank you!,Ugx0NzqWdIz730Fs-zR4AaABAg,0,0,So emotional...good job.music can touch your soul...your voices are going really deep.Thank you!,en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,"very good cover, well done 😀",UgwlkNZdT1AMm-1hsot4AaABAg,0,1,"very good cover, well done ",en
Kev & Nick,Mine - Bazzi (Kev &amp; Nick cover),"Hello and welcome to our channel! We are two swedish guys who like to sing. We will be posting more music related videos, so make sure to subscribe! Spotify ...",TXakJYHe9uQ,Yoo love this my dudes. great production,UgynDyrH57WiLvPbHc94AaABAg,0,7,Yoo love this my dudes. great production,en
