Video ID,Comment ID,comments
8EJ3zbKTWQ8,UgybfmAeY2mYZSxH3dR4AaABAg,Before  marriage    Songs  about  girls  After  marriage    Songs  about  foodie
8EJ3zbKTWQ8,UgyTFLw-2_8bIaM1Bhp4AaABAg,I  can  t  believe  we  trashed  this  song  for  so  many  months    That  s  why  he  was  so  extra  in  getting  people  to  stream  and  listen  to  the  song    He  was  legit  trying  to  warn  us  
8EJ3zbKTWQ8,Ugz2L41qonAcxrh9xFd4AaABAg,Waiter      how  was  your  food          Justin      yummy  yum  
8EJ3zbKTWQ8,UgzzAW-4AUz3a9ksUC94AaABAg,2010    Baby  2015    Sorry  2020    Yummy  2025    Curry
8EJ3zbKTWQ8,Ugw868hw_XzAnWzoFz14AaABAg,I  knew  the  meaning  behind  the  song  when  He  told  Ellen
8EJ3zbKTWQ8,Ugy9AGieUAygg-USOEJ4AaABAg,Perfect
8EJ3zbKTWQ8,UgwnUSHx71IvrCEXgW14AaABAg,I  love  it      D        
8EJ3zbKTWQ8,Ugzwuei9pymeTc2OuTV4AaABAg,The  lyrics  is  harder  than  a  math  exam
8EJ3zbKTWQ8,UgwTi3Y_TQUYIgG5CrJ4AaABAg,      THIS  SONG  SOUNDS  LIKE  TWO  SONGS  IN  ONE    
8EJ3zbKTWQ8,Ugy3TMut5tgsTU6COmV4AaABAg,Lots  of  love  from  india  
8EJ3zbKTWQ8,UgzFWGfwGS0XtPUkFSN4AaABAg,I  am  leaving  my  comment  here  so  that  when  someone  like  it  I  get  reminder  of  this  amazing  song      even  after  a  day  or    months  or  years              Love  you  Justin
8EJ3zbKTWQ8,UgyDJ8WhBP34ZmAmKFV4AaABAg,Hi  Justin  I  love  your  music  so  much  your  my  favorite  artisit
8EJ3zbKTWQ8,Ugy_dU8JWEF2pw6Yf594AaABAg,Iam  addicted  this  song
8EJ3zbKTWQ8,UgzPO0kQ4bFTECfPpaR4AaABAg,I  love  jutins  songs  i  love  it  i  always  watch  it  his  soo  famous  i  wish  a  was  famous  too
8EJ3zbKTWQ8,UgyJI8I-0rR6m2lsfdV4AaABAg,Why  people  hate  this  song  I  don't  know    But  I  love  this  song  very  much    Belieber  forever
8EJ3zbKTWQ8,UgzDxPL3ChaL2yxG5AF4AaABAg,Me  singing  to  my  pizza  rolls  heating  up  in  the  microwave  
